Owner:;Invent.Nr.;Bezeichnung:;Kategorie:;Gebäude:;Raum:;Abteilung:;Serien-Nr.;Rechnungsdatum:;Wert:;Lieferant;Leistung;Fassung;Gewicht;Lampentyp;Apparate-Nr.
Bühnentechnik PZ;BTK23814;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;205
Bühnentechnik PZ;BTK23815;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;206
Bühnentechnik PZ;BTK23816;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;207
Bühnentechnik PZ;BTK23817;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;208
Bühnentechnik PZ;BTK23818;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;209
Bühnentechnik PZ;BTK23819;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;210
Bühnentechnik PZ;BTK23820;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;211
Bühnentechnik PZ;BTK23821;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;09.06.97;520;Merlo;1200;GX 9.5;7.2;CP 90;212
Bühnentechnik PZ;BTK23822;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;09.06.97;560;Merlo;1200;GX 9.5;7.2;CP 90;213
Bühnentechnik PZ;BTK23823;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.02.99;580;Merlo;1200;GX 9.5;7.2;CP 90;226
Bühnentechnik PZ;BTK23824;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.02.99;580;Merlo;1200;GX 9.5;7.2;CP 90;227
Bühnentechnik PZ;BTK23825;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 62 802;01.02.99;580;Merlo;1200;GX 9.5;7.2;CP 90;228
Bühnentechnik PZ;BTK23826;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 62 802;01.02.99;580;Merlo;1200;GX 9.5;7.2;CP 90;229
Bühnentechnik PZ;BTK23827;1kW PC Strand Cantata 4/52;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 62 802;01.01.88;490;EBZ;1200;GX 9.5;7.2;CP 90;110
Bühnentechnik PZ;BTK23828;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;111
Bühnentechnik PZ;BTK23829;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;112
Bühnentechnik PZ;BTK23830;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;113
Bühnentechnik PZ;BTK23831;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;114
Bühnentechnik PZ;BTK23832;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;115
Bühnentechnik PZ;BTK23833;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;116
Bühnentechnik PZ;BTK23834;1kW PC Strand Harmony 8/60;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;22 514 00;01.01.87;450;EBZ;1000;GX 9.5;5.9;T19/T11;117
Bühnentechnik PZ;BTK23835;1kW Profil 11/26 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;11;CP 90;302
Bühnentechnik PZ;BTK23836;1kW Profil 11/26 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;11;CP 90;307
Bühnentechnik PZ;BTK23837;1kW Profil 11/26 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;11;CP 90;309
Bühnentechnik PZ;BTK23838;1kW Profil 11/26 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;11;CP 90;335
Bühnentechnik PZ;BTK23839;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;346
Bühnentechnik PZ;BTK23840;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;347
Bühnentechnik PZ;BTK23841;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;348
Bühnentechnik PZ;BTK23842;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;349
Bühnentechnik PZ;BTK23843;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;350
Bühnentechnik PZ;BTK23844;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;351
Bühnentechnik PZ;BTK23845;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;352
Bühnentechnik PZ;BTK23846;1kW Profil 15/38 Juliat 614SX;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;1297A DS;09.06.97;1095;Merlo;1000;GX 9.5;13;CP 70;353
Bühnentechnik PZ;BTK23847;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;336
Bühnentechnik PZ;BTK23848;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;337
Bühnentechnik PZ;BTK23849;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;338
Bühnentechnik PZ;BTK23850;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;339
Bühnentechnik PZ;BTK23851;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;341
Bühnentechnik PZ;BTK23852;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;342
Bühnentechnik PZ;BTK23853;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;343
Bühnentechnik PZ;BTK23854;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;344
Bühnentechnik PZ;BTK23855;1kW Profil 15/42 Strand OptIQ Unlimitedue;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;120 20;01.01.96;1354;Merlo;1200;GX 9.5;12.6;CP 90;345
Bühnentechnik PZ;BTK23856;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;301
Bühnentechnik PZ;BTK23857;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;304
Bühnentechnik PZ;BTK23858;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;306
Bühnentechnik PZ;BTK23859;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;308
Bühnentechnik PZ;BTK23860;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;310
Bühnentechnik PZ;BTK23861;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;311
Bühnentechnik PZ;BTK23862;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;312
Bühnentechnik PZ;BTK23863;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;313
Bühnentechnik PZ;BTK23864;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;314
Bühnentechnik PZ;BTK23865;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;315
Bühnentechnik PZ;BTK23866;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;316
Bühnentechnik PZ;BTK23867;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;317
Bühnentechnik PZ;BTK23868;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;318
Bühnentechnik PZ;BTK23869;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;319
Bühnentechnik PZ;BTK23870;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;320
Bühnentechnik PZ;BTK23871;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;321
Bühnentechnik PZ;BTK23872;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 410 04;01.01.88;700;EBZ;1200;GX 9.5;12;T 19;323
Bühnentechnik PZ;BTK23873;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;327
Bühnentechnik PZ;BTK23874;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;329
Bühnentechnik PZ;BTK23875;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 410 04;01.01.88;700;EBZ;1200;GX 9.5;12;T 19;330
Bühnentechnik PZ;BTK23876;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;331
Bühnentechnik PZ;BTK23877;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne Z3;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12;CP 90;332
Bühnentechnik PZ;BTK23878;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 410 04;01.01.88;700;EBZ;1200;GX 9.5;12;T 19;333
Bühnentechnik PZ;BTK23879;1kW Profil 18/32 Strand Cantata;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 410 04;01.01.88;700;EBZ;1200;GX 9.5;12;T 19;334
Bühnentechnik PZ;BTK23880;1kW Profil 22/40 Strand Harmony;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;22 419 03;01.01.88;600;EBZ;1000;GX 9.5;11.3;T 19;324
Bühnentechnik PZ;BTK23881;1kW Profil 26/44 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12.8;CP 90;303
Bühnentechnik PZ;BTK23882;1kW Profil 26/44 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12.8;CP 90;322
Bühnentechnik PZ;BTK23883;1kW Profil 26/44 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12.8;CP 90;325
Bühnentechnik PZ;BTK23884;1kW Profil 26/44 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12.8;CP 90;326
Bühnentechnik PZ;BTK23885;1kW Profil 26/44 Strand Cantata;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;226 00 00;01.01.90;900;EBZ;1200;GX 9.5;12.8;CP 90;328
Bühnentechnik PZ;BTK23886;1kW SOLO CSI/CID FOLLOW SPOT Verfolger;Licht/Scheinwerfer;Ge09;Kellerlager G9;Bühnentechnik PZ;keine;01.01.89;;EBZ;1000;G 22;;CSI / CDI;
Bühnentechnik PZ;BTK23887;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;429
Bühnentechnik PZ;BTK23888;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;430
Bühnentechnik PZ;BTK23889;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;431
Bühnentechnik PZ;BTK23890;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;432
Bühnentechnik PZ;BTK23891;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;433
Bühnentechnik PZ;BTK23892;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;434
Bühnentechnik PZ;BTK23893;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;435
Bühnentechnik PZ;BTK23894;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;436
Bühnentechnik PZ;BTK23895;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;437
Bühnentechnik PZ;BTK23896;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;438
Bühnentechnik PZ;BTK23897;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;439
Bühnentechnik PZ;BTK23898;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;13.12.02;1450;H&S;2500;G 22;8.7;CP 91;440
Bühnentechnik PZ;BTK23899;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;1500;H&S;2500;G 22;8.7;CP 91;441
Bühnentechnik PZ;BTK23900;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;1500;H&S;2500;G 22;8.7;CP 91;442
Bühnentechnik PZ;BTK23901;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;1500;H&S;2500;G 22;8.7;CP 91;443
Bühnentechnik PZ;BTK23902;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;1500;H&S;2500;G 22;8.7;CP 91;444
Bühnentechnik PZ;BTK23903;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;1500;H&S;2500;G 22;8.7;CP 91;445
Bühnentechnik PZ;BTK23904;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;07.12.05;1500;H&S;2500;G 22;8.7;CP 91;446
Bühnentechnik PZ;BTK23905;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;447
Bühnentechnik PZ;BTK23906;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;448
Bühnentechnik PZ;BTK23907;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;449
Bühnentechnik PZ;BTK23908;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;450
Bühnentechnik PZ;BTK23909;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;467
Bühnentechnik PZ;BTK23910;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;468
Bühnentechnik PZ;BTK23911;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;469
Bühnentechnik PZ;BTK23912;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;470
Bühnentechnik PZ;BTK23913;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;471
Bühnentechnik PZ;BTK23914;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;472
Bühnentechnik PZ;BTK23915;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;473
Bühnentechnik PZ;BTK23916;2kW Fresnel 9/56 Selecon Arena H.P.;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;keine;19.09.08;1500;IQ Unlimited;2500;G 22;8.7;CP 91;474
Bühnentechnik PZ;BTK23917;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;421
Bühnentechnik PZ;BTK23918;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;422
Bühnentechnik PZ;BTK23919;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;423
Bühnentechnik PZ;BTK23920;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;424
Bühnentechnik PZ;BTK23921;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;425
Bühnentechnik PZ;BTK23922;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;426
Bühnentechnik PZ;BTK23923;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;427
Bühnentechnik PZ;BTK23924;2kW Fresnel Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 01;09.06.97;960;Merlo;2000;G 22;10.2;CP 92;428
Bühnentechnik PZ;BTK23925;2kW Fresnel Strand Mod. 243 Jg. 1959;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;4737;01.01.86;510;unbekannt;2000;G38;16;CP 41;405
Bühnentechnik PZ;BTK23926;2kW Fresnel Strand Mod. 243 Jg. 1959;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;4737;01.01.86;510;unbekannt;2000;G38;16;CP 41;406
Bühnentechnik PZ;BTK23927;2kW Fresnel Strand Mod. 243 Jg. 1959;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;4737;01.01.86;510;unbekannt;2000;G38;16;CP 41;407
Bühnentechnik PZ;BTK23928;2kW Fresnel Strand Mod. 243 Jg. 1959;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;4737;01.01.86;510;unbekannt;2000;G38;16;CP 41;408
Bühnentechnik PZ;BTK23929;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;411
Bühnentechnik PZ;BTK23930;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;412
Bühnentechnik PZ;BTK23931;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;413
Bühnentechnik PZ;BTK23932;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;414
Bühnentechnik PZ;BTK23933;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;415
Bühnentechnik PZ;BTK23934;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;416
Bühnentechnik PZ;BTK23935;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne B;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;417
Bühnentechnik PZ;BTK23936;2kW PC Strand Alto;Licht/Scheinwerfer;Ge09;Bühne A;Bühnentechnik PZ;22 430 05;01.01.95;945;EBZ;2000;G22;12.2;CP 92;418
